DATAH	Record	Date	Time	MINIOCEA	CHK	
DATA	0000070	2024-06-18	14:33:02.051	406.05	 33
DATA	0000071	2024-06-18	14:33:17.052	395.08	 51
DATA	0000072	2024-06-18	14:33:32.053	400.60	 35
DATA	0000073	2024-06-18	14:33:47.053	384.78	 62
DATA	0000074	2024-06-18	14:34:02.054	372.06	 44
DATA	0000075	2024-06-18	14:34:17.055	364.68	 61
DATA	0000076	2024-06-18	14:34:32.055	350.03	 43
DATA	0000077	2024-06-18	14:34:47.056	339.29	 66
DATA	0000078	2024-06-18	14:35:02.057	330.29	 51
DATA	0000079	2024-06-18	14:35:17.058	329.47	 67
DATA	0000080	2024-06-18	14:35:32.058	326.53	 50
DATA	0000081	2024-06-18	14:35:47.059	326.51	 56
DATA	0000082	2024-06-18	14:36:02.060	331.38	 42
DATA	0000083	2024-06-18	14:36:17.060	332.19	 49
DATA	0000084	2024-06-18	14:36:32.061	333.88	 55
DATA	0000085	2024-06-18	14:36:47.062	337.03	 54
DATA	0000086	2024-06-18	14:37:02.063	332.40	 44
DATA	0000087	2024-06-18	14:37:17.063	324.33	 54
DATA	0000088	2024-06-18	14:37:32.064	314.91	 56
DATA	0000089	2024-06-18	14:37:47.065	293.17	 68
DATA	0000090	2024-06-18	14:38:02.065	295.68	 60
DATA	0000091	2024-06-18	14:38:17.066	282.41	 55
DATA	0000092	2024-06-18	14:38:32.067	273.80	 57
DATA	0000093	2024-06-18	14:38:47.068	273.20	 59
DATA	0000094	2024-06-18	14:39:02.068	275.09	 61
DATA	0000095	2024-06-18	14:39:17.069	272.35	 65
DATA	0000096	2024-06-18	14:39:32.070	278.51	 59
DATA	0000097	2024-06-18	14:39:47.070	284.22	 61
DATA	0000098	2024-06-18	14:40:02.071	302.43	 40
DATA	0000099	2024-06-18	14:40:17.072	346.18	 58
DATA	0000100	2024-06-18	14:40:32.073	377.93	 46
DATA	0000101	2024-06-18	14:40:47.073	430.51	 37
DATA	0000102	2024-06-18	14:41:02.074	454.73	 41
DATA	0000103	2024-06-18	14:41:17.075	481.99	 57
DATA	0000104	2024-06-18	14:41:32.076	497.52	 52
DATA	0000105	2024-06-18	14:41:47.076	593.22	 53
DATA	0000106	2024-06-18	14:42:02.077	587.56	 57
DATA	0000107	2024-06-18	14:42:17.078	481.99	 65
DATA	0000108	2024-06-18	14:42:32.078	637.95	 62
DATA	0000109	2024-06-18	14:42:47.079	670.87	 68
DATA	0000110	2024-06-18	14:43:02.080	737.04	 37
DATA	0000111	2024-06-18	14:43:17.081	774.04	 46
DATA	0000112	2024-06-18	14:43:32.081	763.12	 41
DATA	0000113	2024-06-18	14:43:47.082	809.06	 53
DATA	0000114	2024-06-18	14:44:02.083	795.02	 47
DATA	0000115	2024-06-18	14:44:17.083	788.81	 63
DATA	0000116	2024-06-18	14:44:32.084	753.61	 52
DATA	0000117	2024-06-18	14:44:47.085	709.91	 64
DATA	0000118	2024-06-18	14:45:02.086	637.04	 52
DATA	0000119	2024-06-18	14:45:17.086	596.14	 64
DATA	0000120	2024-06-18	14:45:32.087	451.01	 40
DATA	0000121	2024-06-18	14:45:47.088	480.67	 62
DATA	0000122	2024-06-18	14:46:02.088	423.18	 48
DATA	0000123	2024-06-18	14:46:17.089	371.02	 51
DATA	0000124	2024-06-18	14:46:32.090	324.35	 45
DATA	0000125	2024-06-18	14:46:47.091	346.52	 56
DATA	0000126	2024-06-18	14:47:02.091	327.88	 57
DATA	0000127	2024-06-18	14:47:17.092	344.64	 58
DATA	0000128	2024-06-18	14:47:32.093	342.97	 61
DATA	0000129	2024-06-18	14:47:47.093	354.90	 64
DATA	0000130	2024-06-18	14:48:02.094	344.77	 53
DATA	0000131	2024-06-18	14:48:17.095	356.65	 61
DATA	0000132	2024-06-18	14:48:32.096	380.68	 60
DATA	0000133	2024-06-18	14:48:47.096	397.64	 71
DATA	0000134	2024-06-18	14:49:02.097	392.75	 62
DATA	0000135	2024-06-18	14:49:17.098	412.70	 58
DATA	0000136	2024-06-18	14:49:32.099	431.52	 58
DATA	0000137	2024-06-18	14:49:47.099	425.45	 70
DATA	0000138	2024-06-18	14:50:02.100	451.92	 38
DATA	0000139	2024-06-18	14:50:17.101	457.71	 49
DATA	0000140	2024-06-18	14:50:32.101	397.99	 51
DATA	0000141	2024-06-18	14:50:47.102	460.30	 35
DATA	0000142	2024-06-18	14:51:02.103	477.85	 47
DATA	0000143	2024-06-18	14:51:17.104	405.49	 46
DATA	0000144	2024-06-18	14:51:32.104	437.26	 44
DATA	0000145	2024-06-18	14:51:47.105	427.15	 49
DATA	0000146	2024-06-18	14:52:02.106	403.30	 34
DATA	0000147	2024-06-18	14:52:17.106	398.25	 58
DATA	0000148	2024-06-18	14:52:32.107	380.88	 57
DATA	0000149	2024-06-18	14:52:47.108	382.08	 59
DATA	0000150	2024-06-18	14:53:02.109	340.32	 35
DATA	0000151	2024-06-18	14:53:17.109	329.33	 50
DATA	0000152	2024-06-18	14:53:32.110	322.35	 35
DATA	0000153	2024-06-18	14:53:47.111	313.08	 43
DATA	0000154	2024-06-18	14:54:02.111	308.72	 41
DATA	0000155	2024-06-18	14:54:17.112	293.72	 52
DATA	0000156	2024-06-18	14:54:32.113	303.87	 49
DATA	0000157	2024-06-18	14:54:47.114	294.29	 62
DATA	0000158	2024-06-18	14:55:02.114	291.01	 42
DATA	0000159	2024-06-18	14:55:17.115	282.38	 60
DATA	0000160	2024-06-18	14:55:32.116	270.17	 44
DATA	0000161	2024-06-18	14:55:47.117	278.23	 57
DATA	0000162	2024-06-18	14:56:02.117	290.01	 40
DATA	0000163	2024-06-18	14:56:17.118	293.19	 60
DATA	0000164	2024-06-18	14:56:32.119	311.90	 49
DATA	0000165	2024-06-18	14:56:47.119	330.89	 65
DATA	0000166	2024-06-18	14:57:02.120	366.76	 55
DATA	0000167	2024-06-18	14:57:17.121	390.36	 56
DATA	0000168	2024-06-18	14:57:32.122	417.25	 53
DATA	0000169	2024-06-18	14:57:47.122	420.86	 61
DATA	0000170	2024-06-18	14:58:02.123	431.78	 49
DATA	0000171	2024-06-18	14:58:17.124	449.01	 52
DATA	0000172	2024-06-18	14:58:32.124	457.45	 57
DATA	0000173	2024-06-18	14:58:47.125	465.07	 62
DATA	0000174	2024-06-18	14:59:02.126	483.82	 59
DATA	0000175	2024-06-18	14:59:17.127	513.96	 66
DATA	0000176	2024-06-18	14:59:32.127	481.99	 71
DATA	0000177	2024-06-18	14:59:47.128	534.33	 66
DATA	0000178	2024-06-18	15:00:02.129	538.65	 55
DATA	0000179	2024-06-18	15:00:17.129	505.27	 54
DATA	0000180	2024-06-18	15:00:32.130	481.99	 47
DATA	0000181	2024-06-18	15:00:47.131	556.57	 52
DATA	0000182	2024-06-18	15:01:02.132	481.99	 49
DATA	0000183	2024-06-18	15:01:17.132	638.58	 55
DATA	0000184	2024-06-18	15:01:32.133	683.82	 51
DATA	0000185	2024-06-18	15:01:47.134	724.70	 52
DATA	0000186	2024-06-18	15:02:02.134	670.25	 45
DATA	0000187	2024-06-18	15:02:17.135	675.04	 55
DATA	0000188	2024-06-18	15:02:32.136	716.94	 59
DATA	0000189	2024-06-18	15:02:47.137	685.78	 74
DATA	0000190	2024-06-18	15:03:02.137	764.12	 44
DATA	0000191	2024-06-18	15:03:17.138	695.29	 63
DATA	0000192	2024-06-18	15:03:32.139	804.34	 50
DATA	0000193	2024-06-18	15:03:47.140	718.61	 53
DATA	0000194	2024-06-18	15:04:02.140	863.61	 47
DATA	0000195	2024-06-18	15:04:17.141	826.92	 58
DATA	0000196	2024-06-18	15:04:32.142	789.65	 65
DATA	0000197	2024-06-18	15:04:47.142	854.51	 60
DATA	0000198	2024-06-18	15:05:02.143	857.15	 57
DATA	0000199	2024-06-18	15:05:17.144	838.90	 67
DATA	0000200	2024-06-18	15:05:32.145	802.89	 47
DATA	0000201	2024-06-18	15:05:47.145	740.19	 48
DATA	0000202	2024-06-18	15:06:02.146	674.51	 44
DATA	0000203	2024-06-18	15:06:17.147	618.83	 55
DATA	0000204	2024-06-18	15:06:32.147	481.99	 58
DATA	0000205	2024-06-18	15:06:47.148	539.01	 53
DATA	0000206	2024-06-18	15:07:02.149	481.99	 60
DATA	0000207	2024-06-18	15:07:17.150	553.55	 51
DATA	0000208	2024-06-18	15:07:32.150	544.59	 53
DATA	0000209	2024-06-18	15:07:47.151	530.04	 46
DATA	0000210	2024-06-18	15:08:02.152	469.31	 42
DATA	0000211	2024-06-18	15:08:17.152	460.94	 49
DATA	0000212	2024-06-18	15:08:32.153	440.92	 44
DATA	0000213	2024-06-18	15:08:47.154	426.46	 55
DATA	0000214	2024-06-18	15:09:02.155	398.93	 59
DATA	0000215	2024-06-18	15:09:17.155	383.74	 59
DATA	0000216	2024-06-18	15:09:32.156	352.86	 57
DATA	0000217	2024-06-18	15:09:47.157	318.74	 64
DATA	0000218	2024-06-18	15:10:02.158	302.42	 37
DATA	0000219	2024-06-18	15:10:17.158	288.46	 61
DATA	0000220	2024-06-18	15:10:32.159	282.98	 52
DATA	0000221	2024-06-18	15:10:47.160	278.17	 47
DATA	0000222	2024-06-18	15:11:02.160	275.69	 44
DATA	0000223	2024-06-18	15:11:17.161	251.39	 43
DATA	0000224	2024-06-18	15:11:32.162	266.47	 47
DATA	0000225	2024-06-18	15:11:47.163	267.47	 56
DATA	0000226	2024-06-18	15:12:02.163	272.11	 36
DATA	0000227	2024-06-18	15:12:17.164	293.82	 55
